tx_id,time,target,action,status,object,state,attempts,notes,collected_at
1777033456915-702-1548054214,2026-04-24 14:24 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1777033456916-706-1548054214,2026-04-24 14:24 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1777033456915-703-1548054214,2026-04-24 14:24 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1777033456915-704-1548054214,2026-04-24 14:24 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1777033456916-705-1548054214,2026-04-24 14:24 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1777033288573-690-1548054214,2026-04-24 14:21 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1777033288571-684-1548054214,2026-04-24 14:21 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1777033288572-686-1548054214,2026-04-24 14:21 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1777033288571-685-1548054214,2026-04-24 14:21 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1777033288571-683-1548054214,2026-04-24 14:21 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1777033288572-687-1548054214,2026-04-24 14:21 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1777033288573-691-1548054214,2026-04-24 14:21 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1777033288571-681-1548054214,2026-04-24 14:21 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1777033288572-689-1548054214,2026-04-24 14:21 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1777033288573-693-1548054214,2026-04-24 14:21 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1777033288573-694-1548054214,2026-04-24 14:21 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1777033288571-682-1548054214,2026-04-24 14:21 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1777033288572-688-1548054214,2026-04-24 14:21 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1777033288573-692-1548054214,2026-04-24 14:21 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1776906001038-472-1202124232,2026-04-24 05:03 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1776906938990-3-574740405,2026-04-23 05:00 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1776819601040-176-1202124232,2026-04-23 05:00 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1776733201037-208-226604059,2026-04-22 06:09 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1776773419033-6-508128486,2026-04-21 14:10 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1776736232052-148-89944594,2026-04-21 11:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1776646801032-4-226604059,2026-04-21 06:10 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1776707431298-8-532844354,2026-04-21 03:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1776678629048-98-89944594,2026-04-20 19:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1776693201114-31-725727101,2026-04-20 15:53 CEST,RAPID,Data Collection,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1776693176547-30-2117030749,2026-04-20 15:52 CEST,RAPID,Data Collection,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1776691115461-5-508128486,2026-04-20 15:18 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1776688843114-4-508128486,2026-04-20 14:40 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1776686762311-14-1386263152,2026-04-20 14:06 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1776686094997-13-1386263152,2026-04-20 13:54 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1776685921814-21-201494151,2026-04-20 13:52 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1776685684030-20-201494151,2026-04-20 13:48 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1776685121164-3-508128486,2026-04-20 13:38 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1776649828163-3-532844354,2026-04-20 11:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1776621027209-3-89944594,2026-04-20 03:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1776592226034-16-1198570251,2026-04-19 19:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1776563425032-93-276621850,2026-04-19 11:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1776534624032-15-1198570251,2026-04-19 03:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1776505823032-92-276621850,2026-04-18 19:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1776477022043-14-1198570251,2026-04-18 11:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1776387601060-72-1433824918,2026-04-18 04:17 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1776448221047-13-1198570251,2026-04-18 03:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1776419420035-78-276621850,2026-04-17 19:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1776390619178-4-276621850,2026-04-17 11:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1776301201051-589-1458056422,2026-04-17 04:20 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1776361818228-3-1198570251,2026-04-17 03:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1776333017258-487-1903177770,2026-04-16 19:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1776329165099-9-1521724965,2026-04-16 10:46 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1776322436694-5-1327780673,2026-04-16 08:53 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1776322344089-4-556889780,2026-04-16 08:52 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1776319918890-3-1262549859,2026-04-16 08:12 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:09:15
1777979732003-7-1918569991,2026-05-05 13:15 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777856401051-4-448470411,2026-05-05 06:10 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777907506617-5-995483134,2026-05-04 17:11 CEST,RAPID,Data Collection,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777597201036-578-60534480,2026-05-02 06:08 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777510801057-386-60534480,2026-05-01 06:02 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777548929397-14-884918076,2026-04-30 13:35 CEST,RAPID,Data Collection,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777548889983-13-112446332,2026-04-30 13:34 CEST,RAPID,Data Collection,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777547912493-9-434662864,2026-04-30 13:18 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777424401044-118-60534480,2026-04-30 06:11 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777338001053-49-60534480,2026-04-29 04:56 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777251601037-4-60534480,2026-04-28 04:56 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777254650036-10-880871215,2026-04-27 11:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777225849160-4-880871215,2026-04-27 03:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777197048031-354-1227001463,2026-04-26 19:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777168247442-353-1227001463,2026-04-26 11:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777139446053-41-1749317192,2026-04-26 03:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777110645030-352-1227001463,2026-04-25 19:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777081844034-346-1227001463,2026-04-25 11:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1776992401031-649-1202124232,2026-04-25 05:01 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777053043047-341-1227001463,2026-04-25 03:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777024242195-39-1749317192,2026-04-24 19:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777040946816-823-1548054214,2026-04-24 16:29 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777040946816-824-1548054214,2026-04-24 16:29 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777040946816-825-1548054214,2026-04-24 16:29 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777040946817-827-1548054214,2026-04-24 16:29 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777040946817-826-1548054214,2026-04-24 16:29 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777040443168-799-1548054214,2026-04-24 16:20 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777040411993-786-1548054214,2026-04-24 16:20 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777040411992-782-1548054214,2026-04-24 16:20 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777040443168-798-1548054214,2026-04-24 16:20 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777040411995-794-1548054214,2026-04-24 16:20 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777040411993-784-1548054214,2026-04-24 16:20 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777040411994-790-1548054214,2026-04-24 16:20 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777040411994-792-1548054214,2026-04-24 16:20 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777040411994-789-1548054214,2026-04-24 16:20 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777040411995-793-1548054214,2026-04-24 16:20 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777040443168-800-1548054214,2026-04-24 16:20 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777040411994-788-1548054214,2026-04-24 16:20 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777040411994-787-1548054214,2026-04-24 16:20 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777040411994-791-1548054214,2026-04-24 16:20 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777040411995-795-1548054214,2026-04-24 16:20 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777040411993-783-1548054214,2026-04-24 16:20 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777040443168-801-1548054214,2026-04-24 16:20 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777040443167-797-1548054214,2026-04-24 16:20 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777040411993-785-1548054214,2026-04-24 16:20 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777034827712-745-1548054214,2026-04-24 14:47 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777034858003-756-1548054214,2026-04-24 14:47 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777034858002-755-1548054214,2026-04-24 14:47 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777034858003-757-1548054214,2026-04-24 14:47 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777034827713-747-1548054214,2026-04-24 14:47 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777034827710-738-1548054214,2026-04-24 14:47 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777034827711-742-1548054214,2026-04-24 14:47 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777034827712-744-1548054214,2026-04-24 14:47 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777034827712-746-1548054214,2026-04-24 14:47 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777034827713-750-1548054214,2026-04-24 14:47 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777034827711-740-1548054214,2026-04-24 14:47 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777034827713-749-1548054214,2026-04-24 14:47 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777034827711-741-1548054214,2026-04-24 14:47 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777034858002-753-1548054214,2026-04-24 14:47 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777034827713-748-1548054214,2026-04-24 14:47 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777034827711-739-1548054214,2026-04-24 14:47 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777034858002-754-1548054214,2026-04-24 14:47 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777034827711-743-1548054214,2026-04-24 14:47 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777034827713-751-1548054214,2026-04-24 14:47 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777033456915-702-1548054214,2026-04-24 14:24 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777033456916-706-1548054214,2026-04-24 14:24 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777033456915-703-1548054214,2026-04-24 14:24 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777033456915-704-1548054214,2026-04-24 14:24 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777033456916-705-1548054214,2026-04-24 14:24 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777033288573-690-1548054214,2026-04-24 14:21 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777033288571-684-1548054214,2026-04-24 14:21 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777033288572-686-1548054214,2026-04-24 14:21 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777033288571-685-1548054214,2026-04-24 14:21 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777033288571-683-1548054214,2026-04-24 14:21 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777033288572-687-1548054214,2026-04-24 14:21 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777033288573-691-1548054214,2026-04-24 14:21 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777033288571-681-1548054214,2026-04-24 14:21 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777033288572-689-1548054214,2026-04-24 14:21 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777033288573-693-1548054214,2026-04-24 14:21 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777033288573-694-1548054214,2026-04-24 14:21 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777033288571-682-1548054214,2026-04-24 14:21 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777033288572-688-1548054214,2026-04-24 14:21 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1777033288573-692-1548054214,2026-04-24 14:21 CEST,ESW-SyncPart,"Event Handling, Data Collection",Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1776906001038-472-1202124232,2026-04-24 05:03 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1776906938990-3-574740405,2026-04-23 05:00 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1776819601040-176-1202124232,2026-04-23 05:00 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1776733201037-208-226604059,2026-04-22 06:09 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1776773419033-6-508128486,2026-04-21 14:10 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1776736232052-148-89944594,2026-04-21 11:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1776646801032-4-226604059,2026-04-21 06:10 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1776707431298-8-532844354,2026-04-21 03:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1776678629048-98-89944594,2026-04-20 19:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1776693201114-31-725727101,2026-04-20 15:53 CEST,RAPID,Data Collection,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1776693176547-30-2117030749,2026-04-20 15:52 CEST,RAPID,Data Collection,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1776691115461-5-508128486,2026-04-20 15:18 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1776688843114-4-508128486,2026-04-20 14:40 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1776686762311-14-1386263152,2026-04-20 14:06 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1776686094997-13-1386263152,2026-04-20 13:54 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1776685921814-21-201494151,2026-04-20 13:52 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1776685684030-20-201494151,2026-04-20 13:48 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1776685121164-3-508128486,2026-04-20 13:38 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1776649828163-3-532844354,2026-04-20 11:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1776621027209-3-89944594,2026-04-20 03:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1776592226034-16-1198570251,2026-04-19 19:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1776563425032-93-276621850,2026-04-19 11:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1776534624032-15-1198570251,2026-04-19 03:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1776505823032-92-276621850,2026-04-18 19:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1776477022043-14-1198570251,2026-04-18 11:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1776387601060-72-1433824918,2026-04-18 04:17 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1776448221047-13-1198570251,2026-04-18 03:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1776419420035-78-276621850,2026-04-17 19:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1776390619178-4-276621850,2026-04-17 11:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1776301201051-589-1458056422,2026-04-17 04:20 CEST,POTS,Generate Export,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1776361818228-3-1198570251,2026-04-17 03:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1776333017258-487-1903177770,2026-04-16 19:50 CEST,ODC,MCN Planned Date Update From ODC System,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1776329165099-9-1521724965,2026-04-16 10:46 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1776322436694-5-1327780673,2026-04-16 08:53 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1776322344089-4-556889780,2026-04-16 08:52 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
1776319918890-3-1262549859,2026-04-16 08:12 CEST,RAPID,Data Publish,Failed,N/A,N/A,N/A,N/A,2026-06-13 03:30:42
